level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
213,214,105.0,15.0,34.0,27,25.935,17.952,15.0,FirstHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 101, 56]",True,368493.0,,,,,,,,,,,,,15.566666666666666,,,,,,,,,,,Watford,Luton,6.0,Mattie Pollock,DC,True,0.0,0.0,,M. Pollock,11.0,Watford
214,215,106.0,15.0,35.0,27,32.97,14.484000000000002,15.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.93'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.9'}]","[91, 117, 30, 36, 37, 215, 218]",True,470676.0,34.545,16.592,,,,,,,,,,,15.583333333333334,,,,3.0,1.0,3.0,1.0,0.0105949,0.0105949,0.0,Watford,Luton,45.0,Ryan Andrews,DMR,True,2.053315872562024,0.0,53.234616847059755,R. Andrews,11.0,Watford
215,216,107.0,15.0,36.0,27,33.81,19.312,15.0,FirstHalf,Foul,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '107'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 63]",True,363718.0,,,,,,,,,,,,,15.6,,,,,,,,,,,Watford,Luton,39.0,Edo Kayembe,MC,True,0.0,0.0,,E. Kayembe,11.0,Watford
216,217,107.0,15.0,36.0,95,71.19,48.688,15.0,FirstHalf,Foul,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '107'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '108'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 13, 'displayName': 'Foul'}}]",[64],False,100594.0,,,,,,,,108.0,100594.0,,,,15.6,,,,,,,,,,,Luton,Watford,18.0,Jordan Clark,MC,True,0.0,0.0,,J. Clark,11.0,Watford
217,218,108.0,15.0,44.0,95,0.0,0.0,15.0,FirstHalf,Card,Successful,"[{'type': {'value': 13, 'displayName': 'Foul'}, 'value': '243'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '107'}, {'type': {'value': 31, 'displayName': 'Yellow'}}]",[65],False,100594.0,,,,,,,,107.0,100594.0,,"{'value': 31, 'displayName': 'Yellow'}",,15.733333333333333,,,,,,,,,,,Luton,Watford,18.0,Jordan Clark,MC,True,0.0,0.0,,J. Clark,11.0,Watford
218,219,108.0,16.0,27.0,27,38.115,15.708000000000002,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.93'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.8'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 132, 35, 37, 215, 218]",True,368493.0,34.125,26.384,,,,,,,,,,,16.45,,,,4.0,1.0,3.0,3.0,0.01214719,0.01132376,-0.00082343,Watford,Luton,6.0,Mattie Pollock,DC,True,-1.9418320079222013,0.0,110.49249963793017,M. Pollock,11.0,Watford
219,220,109.0,16.0,29.0,27,35.385000000000005,28.492,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.98'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.8'}]","[91, 117, 30, 36, 38, 216, 218]",True,23547.0,38.22,18.02,,,,,,,,,,,16.483333333333334,,,,4.0,3.0,4.0,2.0,0.01262646,0.01269174,6.527999999999916e-05,Watford,Luton,21.0,Angelo Ogbonna,DC,True,1.1672198006389038,0.0,-74.85187911970104,A. Ogbonna,11.0,Watford
220,221,110.0,16.0,31.0,27,37.800000000000004,17.408,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.02'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.5'}]","[91, 117, 30, 35, 37, 215, 218]",True,368493.0,32.025,29.512,,,,,,,,,,,16.516666666666666,,,,4.0,2.0,3.0,3.0,0.01269174,0.01132376,-0.0013679799999999995,Watford,Luton,6.0,Mattie Pollock,DC,True,-3.894855665525583,0.0,115.50650965963361,M. Pollock,11.0,Watford
221,222,110.5,16.0,32.5,27,32.025,29.512,16.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,23547.0,29.505000000000003,34.816,,,,,,111.0,,,,,16.541666666666664,,,,3.0,3.0,3.0,4.0,0.01132376,0.01132376,0.0,Watford,Luton,21.0,Angelo Ogbonna,DC,True,0.0,-2.386532902867472,115.41300613657653,A. Ogbonna,11.0,Watford
222,223,111.0,16.0,34.0,27,29.505000000000003,34.816,16.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.18'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '45.5'}]","[91, 120, 128, 36, 37, 217, 218]",True,23547.0,74.34,42.772000000000006,,,,,,,,,,,16.566666666666666,,,,,,,,,,,Watford,Luton,21.0,Angelo Ogbonna,DC,True,43.6092297497045,0.0,10.06242828001411,A. Ogbonna,11.0,Watford
223,224,112.0,16.0,37.0,95,28.665000000000003,24.956000000000003,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.4'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.49'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 139, 36, 37, 216, 218]",True,141510.0,44.52,33.32,,,,,,,,,,,16.616666666666667,,,,3.0,2.0,5.0,3.0,0.01110462,0.01484598,0.003741359999999999,Luton,Watford,16.0,Reece Burke,DC,True,16.38506679166599,0.0,27.813025054808115,R. Burke,12.0,Luton
224,225,113.0,16.0,38.0,95,46.410000000000004,33.32,16.0,FirstHalf,BallRecovery,Successful,[],[93],False,100594.0,,,,,,,,,,,,,16.633333333333333,,,,,,,,,,,Luton,Watford,18.0,Jordan Clark,MC,True,0.0,0.0,,J. Clark,12.0,Luton
225,226,114.0,16.0,39.0,95,46.410000000000004,33.32,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.94'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 216, 218]",True,100594.0,39.375,26.044,,,,,,,,,,,16.65,,,,5.0,3.0,4.0,3.0,0.01484598,0.01262646,-0.002219519999999999,Luton,Watford,18.0,Jordan Clark,MC,True,-7.511564888710176,0.0,-134.03521921751883,J. Clark,12.0,Luton
226,227,114.5,16.0,39.5,95,39.375,26.044,16.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,367182.0,41.79,28.628000000000004,,,,,,115.0,,,,,16.65833333333333,,,,4.0,3.0,4.0,3.0,0.01262646,0.01262646,0.0,Luton,Watford,8.0,Tom Krauss,MC,True,0.0,2.6676476483712364,46.93624732534409,T. Krauss,12.0,Luton
227,228,115.0,16.0,40.0,95,41.79,28.628000000000004,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.78'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.6'}]","[91, 117, 30, 35, 38, 215, 218]",True,367182.0,30.03,19.992,,,,,,,,,,,16.666666666666668,,,,4.0,3.0,3.0,2.0,0.01262646,0.01110462,-0.00152184,Luton,Watford,8.0,Tom Krauss,MC,True,-12.82959360869311,0.0,-143.70816155952292,T. Krauss,12.0,Luton
228,229,115.5,16.0,41.5,95,30.03,19.992,16.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,141510.0,26.145,18.224,,,,,,116.0,,,,,16.691666666666666,,,,3.0,2.0,2.0,2.0,0.01110462,0.01001304,-0.00109158,Luton,Watford,16.0,Reece Burke,DC,True,0.0,-4.150160696969891,-155.5304940253723,R. Burke,12.0,Luton
229,230,116.0,16.0,43.0,95,26.145,18.224,16.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.12'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '65.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 128, 36, 37, 217, 218]",True,141510.0,90.92999999999999,25.976000000000003,,,,,,,,,,,16.716666666666665,,,,,,,,,,,Luton,Watford,16.0,Reece Burke,DC,True,64.22041167059739,0.0,6.823417685454059,R. Burke,12.0,Luton
230,231,113.0,16.0,50.0,27,8.505,41.14,16.0,FirstHalf,KeeperPickup,Successful,[],[93],False,141468.0,,,,,,,,,,,,,16.833333333333332,,,,,,,,,,,Watford,Luton,1.0,Daniel Bachmann,GK,True,0.0,0.0,,D. Bachmann,13.0,Watford
231,232,114.0,16.0,51.0,27,8.61,44.744,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.5'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.15'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.3'}]","[91, 36, 38, 215, 218]",True,141468.0,20.265,20.060000000000002,,,,,,,,,,,16.85,,,,0.0,5.0,2.0,2.0,0.0088799,0.01001304,0.0011331400000000012,Watford,Luton,1.0,Daniel Bachmann,GK,True,11.11293568517307,0.0,-64.72480840593688,D. Bachmann,13.0,Watford
232,233,116.0,16.0,54.0,27,22.89,20.876,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.75'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.6'}]","[91, 117, 30, 35, 37, 215, 218]",True,368493.0,19.740000000000002,38.21600000000001,,,,,,,,,,,16.9,,,,2.0,2.0,2.0,4.0,0.01001304,0.01016549,0.00015244999999999842,Watford,Luton,6.0,Mattie Pollock,DC,True,-2.211955604557744,0.0,100.29612299448614,M. Pollock,13.0,Watford
233,234,133.0,16.0,56.0,27,19.005000000000003,37.332,16.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '6.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.54'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.5'}]","[91, 117, 30, 35, 38, 215, 218]",True,23547.0,7.035,32.300000000000004,,,,,,,,,,,16.933333333333334,,,,2.0,4.0,0.0,3.0,0.01016549,0.00941056,-0.0007549299999999991,Watford,Luton,21.0,Angelo Ogbonna,DC,True,-11.920221698086863,0.0,-157.1988800508056,A. Ogbonna,13.0,Watford
234,235,133.5,16.0,57.0,27,7.035,32.300000000000004,16.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,141468.0,3.8850000000000002,33.11600000000001,,,,,,117.0,,,,,16.95,,,,0.0,3.0,0.0,3.0,0.00941056,0.00941056,0.0,Watford,Luton,1.0,Daniel Bachmann,GK,True,0.0,-3.13911506479198,165.4769078689069,D. Bachmann,13.0,Watford
235,236,117.0,16.0,58.0,27,3.8850000000000002,33.11600000000001,16.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.07'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '40.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.3'}]","[91, 118, 120, 128, 36, 38, 216, 218]",True,141468.0,43.365,24.48,,,,,,,,,,,16.966666666666665,,,,,,,,,,,Watford,Luton,1.0,Daniel Bachmann,GK,True,38.75297901483969,0.0,-12.338741031097669,D. Bachmann,13.0,Watford
236,237,118.0,16.0,59.0,95,56.385000000000005,45.696000000000005,16.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.35'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 139, 36, 37, 216, 218]",True,354152.0,65.83500000000001,49.164,,,,,,,,,,,16.983333333333334,,,,,,,,,,,Luton,Watford,29.0,Tom Holmes,DC,True,8.004002107309596,0.0,20.152335301667506,T. Holmes,13.0,Watford
237,238,118.0,17.0,0.0,27,30.135,22.032,17.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.06'}]","[91, 118, 120, 128, 36, 37, 216, 218]",True,368493.0,39.27,38.352000000000004,,,,,,,,,,,17.0,,,,,,,,,,,Watford,Luton,6.0,Mattie Pollock,DC,True,9.941657960473805,0.0,60.762399953870634,M. Pollock,13.0,Watford
238,239,119.0,17.0,3.0,95,65.52,32.572,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.9'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.63'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.2'}]","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,367182.0,75.81,24.752000000000002,,,,,,,,,,,17.05,,,,7.0,3.0,8.0,2.0,0.0199707,0.0241224,0.004151699999999998,Luton,Watford,8.0,Tom Krauss,MC,True,8.885862747119091,0.0,-37.23342216432355,T. Krauss,13.0,Watford
239,240,120.0,17.0,5.0,95,75.17999999999999,25.636000000000003,17.0,FirstHalf,Aerial,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '119'}]","[197, 199]",False,362145.0,,,,,,,,,,,,,17.083333333333332,,,,,,,,,,,Luton,Watford,11.0,Elijah Adebayo,FW,True,0.0,0.0,,E. Adebayo,13.0,Watford
240,241,119.0,17.0,5.0,27,29.82,42.364000000000004,17.0,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '120'}]","[198, 200]",False,388017.0,,,,,,,,,,,,,17.083333333333332,,,,,,,,,,,Watford,Luton,5.0,Ryan Porteous,DC,True,0.0,0.0,,R. Porteous,13.0,Watford
241,242,121.0,17.0,6.0,95,76.755,25.636000000000003,17.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.96'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.9'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 139, 35, 38, 216, 218]",True,362145.0,69.19500000000001,17.612000000000002,,,,,,,,,,,17.1,,,,,,,,,,,Luton,Watford,11.0,Elijah Adebayo,FW,True,-9.91984089481102,0.0,-133.29457200057956,E. Adebayo,13.0,Watford
242,243,120.0,17.0,9.0,27,31.605000000000004,62.424,17.0,FirstHalf,BallRecovery,Successful,[],[93],False,145392.0,,,,,,,,,,,,,17.15,,,,,,,,,,,Watford,Luton,12.0,Ken Sema,DML,True,0.0,0.0,,K. Sema,13.0,Watford
243,244,121.0,17.0,10.0,27,31.605000000000004,62.424,17.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.3'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.19'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '0.5'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '122'}]","[91, 118, 120, 128, 36, 38, 215, 218]",True,145392.0,31.815,62.016000000000005,,,,,,,,,,,17.166666666666668,,,,,,,,,,,Watford,Luton,12.0,Ken Sema,DML,True,0.3425798465802785,0.0,-62.764853300697446,K. Sema,13.0,Watford
244,245,122.0,17.0,10.0,95,69.09,9.996,17.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '121'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 60]",True,33064.0,,,,,,,,,,,,,17.166666666666668,,,,,,,,,,,Luton,Watford,7.0,Victor Moses,MR,True,0.0,0.0,,V. Moses,13.0,Watford
245,246,123.0,17.0,21.0,27,28.14,68.0,17.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.12'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.4'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '34.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.7'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 212, 36, 38, 216]",True,388017.0,61.635000000000005,62.83200000000001,,,,,,,,,,,17.35,,,,,,,,,,,Watford,Luton,5.0,Ryan Porteous,DC,True,31.96937313840828,0.0,-8.771097443452533,R. Porteous,13.0,Watford
246,247,124.0,17.0,26.0,95,41.265,12.784,17.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.60'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.2'}]","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,403161.0,42.945,11.424000000000001,,,,,,,,,,,17.433333333333334,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,1.1393508884678596,0.0,-38.99099404250547,M. McGuinness,13.0,Watford
247,248,128.0,17.0,28.0,27,64.89,63.580000000000005,17.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '128'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,383814.0,,,,,,,,,,,,,17.466666666666665,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,,V. Bayo,13.0,Watford
248,249,128.0,17.0,28.0,95,40.11000000000001,4.42,17.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '128'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 142]",True,33064.0,,,,,,,,,,,,,17.466666666666665,,,,,,,,,,,Luton,Watford,7.0,Victor Moses,MR,True,0.0,0.0,,V. Moses,14.0,Luton
249,250,125.0,17.0,29.0,27,65.73,61.2,17.0,FirstHalf,TakeOn,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '129'}]","[91, 53]",True,383814.0,,,,,,,,,,,,,17.483333333333334,,,,,,,,,,,Watford,Luton,19.0,Vakoun Bayo,FW,True,0.0,0.0,,V. Bayo,14.0,Luton
250,251,129.0,17.0,29.0,95,39.27,6.800000000000001,17.0,FirstHalf,Tackle,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '125'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 143]",True,403161.0,,,,,,,,,,,,,17.483333333333334,,,,,,,,,,,Luton,Watford,6.0,Mark McGuinness,DC,True,0.0,0.0,,M. McGuinness,14.0,Luton
251,252,220.0,17.0,29.0,95,45.045,6.732000000000001,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.07'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.9'}]","[91, 117, 30, 35, 37, 216, 218]",True,403161.0,40.95,14.212,,,,,,,,,,,17.483333333333334,,,,5.0,0.0,4.0,1.0,0.01248344,0.01214719,-0.00033624999999999974,Luton,Watford,6.0,Mark McGuinness,DC,True,-1.1724578302607256,0.0,118.69893693414585,M. McGuinness,14.0,Luton
252,253,125.0,17.0,30.0,95,40.95,15.912,17.0,FirstHalf,BallRecovery,Successful,[],[93],False,141510.0,,,,,,,,,,,,,17.5,,,,,,,,,,,Luton,Watford,16.0,Reece Burke,DC,True,0.0,0.0,,R. Burke,14.0,Luton
253,254,127.0,17.0,34.0,95,41.580000000000005,7.344000000000001,17.0,FirstHalf,Foul,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '127'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 63]",True,141510.0,,,,,,,,,,,,,17.566666666666666,,,,,,,,,,,Luton,Watford,16.0,Reece Burke,DC,True,0.0,0.0,,R. Burke,14.0,Luton
254,255,127.0,17.0,34.0,27,63.42,60.656000000000006,17.0,FirstHalf,Foul,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '127'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]",[64],False,363718.0,,,,,,,,,,,,,17.566666666666666,,,,,,,,,,,Watford,Luton,39.0,Edo Kayembe,MC,True,0.0,0.0,,E. Kayembe,14.0,Luton
